Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
00000199-2a1a-702a-0000-0000000001cc,226098a2-6a40-3588-b5bb-db56c3a30a04,Rodolfo763 Morissette863,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,233
00000199-2a1a-702a-0000-0000000001d6,b7175ab4-bde5-3848-891b-579bccb77c7c,Lauryn321 Bednar518,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,160
00000199-2a1a-702a-0000-0000000001e0,d733d4a9-080d-3593-b910-2366e652b7ea,Cruz300 Miller503,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,30
00000199-2a1a-702a-0000-0000000001ea,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Irvin970 McClure239,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,212
00000199-2a1a-702a-0000-0000000001f4,d5117822-5756-389d-9547-891a372d580f,Lucien408 Bergstrom287,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,89
00000199-2a1a-702a-0000-0000000001fe,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Jame231 Johnston597,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,156
00000199-2a1a-702a-0000-000000000208,6f122869-a856-3d65-8db9-099bf4f5bbb8,Velda682 Walter473,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,169
00000199-2a1a-702a-0000-000000000212,465de31f-3098-365c-af70-48a071e1f5aa,Morgan564 Sipes176,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,406
00000199-2a1a-702a-0000-00000000021c,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sharonda198 Dach178,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,34
00000199-2a1a-702a-0000-00000000024e,956ccb85-bea0-30f9-af48-52f5dd95ff72,Britni406 Senger904,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,94
00000199-2a1a-702a-0000-000000000258,d7b11827-25f2-350b-bcd8-939fc59851b0,Ned189 Bednar518,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,15
00000199-2a1a-702a-0000-000000000262,5103c940-0c08-392f-95cd-446e0cea042a,James276 Greenfelder433,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,149
00000199-2a1a-702a-0000-00000000026c,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Rodrick370 Schulist381,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,98
00000199-2a1a-702a-0000-0000000002a8,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Catherina275 Mante251,F,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,25
00000199-2a1a-702a-0000-000000000320,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Jc393 Breitenberg711,M,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,1
00000199-2a1a-702a-0000-000000000348,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Hank686 Hegmann834,M,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,3
00000199-2a1a-702a-0000-0000000003ac,d5f4875f-6df2-32a8-a01b-47267f47fc49,Antionette825 Gaylord332,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
00000199-2a1a-702a-0000-0000000003ad,d5f4875f-6df2-32a8-a01b-47267f47fc49,Esmeralda972 Moen819,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
00000199-2a1a-702a-0000-0000000003ae,d5f4875f-6df2-32a8-a01b-47267f47fc49,Ismael683 Gerlach374,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
00000199-2a1a-702a-0000-0000000003af,d5f4875f-6df2-32a8-a01b-47267f47fc49,Victor265 Lowe577,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
00000199-2a1a-702a-0000-0000000003b0,d5f4875f-6df2-32a8-a01b-47267f47fc49,Fausto876 Jacobson885,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
00000199-2a1a-702a-0000-0000000003b1,d5f4875f-6df2-32a8-a01b-47267f47fc49,Dean966 Schuppe920,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
00000199-2a1a-702a-0000-0000000003ac,d5f4875f-6df2-32a8-a01b-47267f47fc49,Wilbur107 Friesen796,M,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,35
00000199-2a1a-702a-0000-000000000da2,ad3a23c5-ee9b-361d-96ee-244364c9b63a,Felicidad691 Goyette777,F,CLINICAL SOCIAL WORKER,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,42.534146,-71.038333,0
00000199-2a1a-702a-0000-000000000da2,ad3a23c5-ee9b-361d-96ee-244364c9b63a,Dale454 Walker122,M,GENERAL PRACTICE,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,42.534146,-71.038333,53
00000199-2a1a-702a-0000-00000000145a,47e3b2f6-c306-3345-b6d7-a4fe9be25ca1,Lynelle567 D'Amore443,F,CLINICAL PSYCHOLOGIST,390 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6799,42.418721999999995,-71.163912,0
00000199-2a1a-702a-0000-00000000145a,47e3b2f6-c306-3345-b6d7-a4fe9be25ca1,Connie24 Schimmel440,M,GENERAL PRACTICE,390 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6799,42.418721999999995,-71.163912,28
00000199-2a1a-702a-0000-0000000017b6,761e218d-d9da-39e0-9953-b7f089bb82e7,Marion502 Dicki44,M,CHIROPRACTIC,1005 OSGOOD ST,NORTH ANDOVER,MA,01845-1501,42.673909,-71.091334,0
00000199-2a1a-702a-0000-0000000017b7,761e218d-d9da-39e0-9953-b7f089bb82e7,Latashia561 Kuhic920,F,CHIROPRACTIC,1005 OSGOOD ST,NORTH ANDOVER,MA,01845-1501,42.673909,-71.091334,0
00000199-2a1a-702a-0000-0000000017b6,761e218d-d9da-39e0-9953-b7f089bb82e7,Cleo27 Runolfsdottir785,M,GENERAL PRACTICE,1005 OSGOOD ST,NORTH ANDOVER,MA,01845-1501,42.673909,-71.091334,48
00000199-2a1a-702a-0000-0000000018ec,fcae3c44-95b9-3a38-ba85-2f0385345e27,Eldridge510 Kautzer186,M,GENERAL PRACTICE,176 OLD COUNTY RD,WESTPORT,MA,02790-1172,41.579794,-71.081822,32
00000199-2a1a-702a-0000-0000000018ec,fcae3c44-95b9-3a38-ba85-2f0385345e27,Erline657 Rodriguez71,F,CLINICAL NURSE SPECIALIST,176 OLD COUNTY RD,WESTPORT,MA,02790-1172,41.579794,-71.081822,0
00000199-2a1a-702a-0000-000000001c02,d25fc46d-668a-360b-b1ec-255794e8d75b,Rosa195 Miramontes145,F,CHIROPRACTIC,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c03,d25fc46d-668a-360b-b1ec-255794e8d75b,Daron260 Rempel203,M,CHIROPRACTIC,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c02,d25fc46d-668a-360b-b1ec-255794e8d75b,Elyse324 Wyman904,F,OBSTETRICS/GYNECOLOGY,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c03,d25fc46d-668a-360b-b1ec-255794e8d75b,Elsa29 Esquivel546,F,OBSTETRICS/GYNECOLOGY,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c02,d25fc46d-668a-360b-b1ec-255794e8d75b,Willia886 Feeney44,F,FAMILY PRACTICE,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c03,d25fc46d-668a-360b-b1ec-255794e8d75b,Leonard963 Ritchie586,M,FAMILY PRACTICE,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c04,d25fc46d-668a-360b-b1ec-255794e8d75b,Racheal820 Swaniawski813,F,FAMILY PRACTICE,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c05,d25fc46d-668a-360b-b1ec-255794e8d75b,Young120 Stamm704,M,FAMILY PRACTICE,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c06,d25fc46d-668a-360b-b1ec-255794e8d75b,Launa267 Barton704,F,FAMILY PRACTICE,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,0
00000199-2a1a-702a-0000-000000001c02,d25fc46d-668a-360b-b1ec-255794e8d75b,Jorge203 Méndez913,M,GENERAL PRACTICE,333 ELM ST,DEDHAM,MA,02026-4530,42.246871999999996,-71.179462,74
00000199-2a1a-702a-0000-0000000020b2,af86016d-877d-32bb-8d35-a32aa79fe186,Chas63 Hegmann834,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b3,af86016d-877d-32bb-8d35-a32aa79fe186,Lou594 Windler79,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b4,af86016d-877d-32bb-8d35-a32aa79fe186,Deon400 Thiel172,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b5,af86016d-877d-32bb-8d35-a32aa79fe186,Eldon28 Brown30,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b6,af86016d-877d-32bb-8d35-a32aa79fe186,Arnulfo253 Huel628,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b7,af86016d-877d-32bb-8d35-a32aa79fe186,Sharen57 Trantow673,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b8,af86016d-877d-32bb-8d35-a32aa79fe186,Daysi106 Kreiger457,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b9,af86016d-877d-32bb-8d35-a32aa79fe186,Earlie274 Hayes766,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b2,af86016d-877d-32bb-8d35-a32aa79fe186,Teisha100 Herman763,F,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b3,af86016d-877d-32bb-8d35-a32aa79fe186,Sancho742 Montalvo564,M,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b4,af86016d-877d-32bb-8d35-a32aa79fe186,Horacio317 Sanford861,M,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b5,af86016d-877d-32bb-8d35-a32aa79fe186,Brady998 Cronin387,M,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b6,af86016d-877d-32bb-8d35-a32aa79fe186,Werner409 Little434,M,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b7,af86016d-877d-32bb-8d35-a32aa79fe186,Christina143 Veum823,F,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b8,af86016d-877d-32bb-8d35-a32aa79fe186,Wilford267 Bogan287,M,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b9,af86016d-877d-32bb-8d35-a32aa79fe186,Alexander630 Wisoky380,M,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020ba,af86016d-877d-32bb-8d35-a32aa79fe186,Tamala194 Friesen796,F,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020bb,af86016d-877d-32bb-8d35-a32aa79fe186,Dena356 Bosco882,F,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000146fe,af86016d-877d-32bb-8d35-a32aa79fe186,Jan231 Schmeler639,F,PEDIATRIC MEDICINE,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b2,af86016d-877d-32bb-8d35-a32aa79fe186,Zoila41 Terry864,F,PHYSICAL MEDICINE AND REHABILITATION,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b2,af86016d-877d-32bb-8d35-a32aa79fe186,Eleanor470 Welch179,F,ALLERGY/IMMUNOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b3,af86016d-877d-32bb-8d35-a32aa79fe186,Giuseppe872 Thiel172,M,ALLERGY/IMMUNOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b4,af86016d-877d-32bb-8d35-a32aa79fe186,Zachariah133 Hettinger594,M,ALLERGY/IMMUNOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b5,af86016d-877d-32bb-8d35-a32aa79fe186,Darell496 Feil794,M,ALLERGY/IMMUNOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b6,af86016d-877d-32bb-8d35-a32aa79fe186,Cassaundra447 Bailey598,F,ALLERGY/IMMUNOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b7,af86016d-877d-32bb-8d35-a32aa79fe186,Andres25 Rutherford999,M,ALLERGY/IMMUNOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b2,af86016d-877d-32bb-8d35-a32aa79fe186,Pablo44 Kris249,M,RADIATION ONCOLOGY,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b2,af86016d-877d-32bb-8d35-a32aa79fe186,Ching589 Ledner144,F,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b3,af86016d-877d-32bb-8d35-a32aa79fe186,Carl856 Wehner319,M,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b4,af86016d-877d-32bb-8d35-a32aa79fe186,Carolynn568 Conroy74,F,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b5,af86016d-877d-32bb-8d35-a32aa79fe186,Mozell819 White193,F,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b6,af86016d-877d-32bb-8d35-a32aa79fe186,Israel728 Armstrong51,M,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b7,af86016d-877d-32bb-8d35-a32aa79fe186,Hollis7 Predovic534,F,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
00000199-2a1a-702a-0000-0000000020b8,af86016d-877d-32bb-8d35-a32aa79fe186,Vanesa40 Hackett68,F,CLINICAL PSYCHOLOGIST,133 BROOKLINE AVE,BOSTON,MA,02215-3904,42.338551,-71.018253,0
